spans	sentence
17 19	Gaspar Griswold Bacon, Sr. was born at Jamaica Plain on 07 March 1886 . His mother is Martha Waldron Cowdin
0 2	Randall Hank Williams was born at Shreveport on 26 May 1949 . His mother is Audrey Williams
6 6	Randall Hank Williams was born at Shreveport on 26 May 1949 . His mother is Audrey Williams
8 10	Randall Hank Williams was born at Shreveport on 26 May 1949 . His mother is Audrey Williams
15 16	Randall Hank Williams was born at Shreveport on 26 May 1949 . His mother is Audrey Williams
0 2	Eugene Willford Markey was born at Jackson on 11 December 1895 . His mother is Alice White
6 6	Eugene Willford Markey was born at Jackson on 11 December 1895 . His mother is Alice White
8 10	Eugene Willford Markey was born at Jackson on 11 December 1895 . His mother is Alice White
15 16	Eugene Willford Markey was born at Jackson on 11 December 1895 . His mother is Alice White
0 2	Genevieve Caroline Wines was born at Ruby Valley on 15 March 1918 . His mother is Hazel Bell Wines
6 7	Genevieve Caroline Wines was born at Ruby Valley on 15 March 1918 . His mother is Hazel Bell Wines
9 11	Genevieve Caroline Wines was born at Ruby Valley on 15 March 1918 . His mother is Hazel Bell Wines
16 18	Genevieve Caroline Wines was born at Ruby Valley on 15 March 1918 . His mother is Hazel Bell Wines
0 4	Stephen Valentine Patrick William Allen was born at New York City on 26 December 1921 . His mother is Belle Montrose
8 10	Stephen Valentine Patrick William Allen was born at New York City on 26 December 1921 . His mother is Belle Montrose
12 14	Stephen Valentine Patrick William Allen was born at New York City on 26 December 1921 . His mother is Belle Montrose
19 20	Stephen Valentine Patrick William Allen was born at New York City on 26 December 1921 . His mother is Belle Montrose
0 2	Geoffrey Henry Browne-Guthrie was born on 06 January 1861 . His mother is Christina Guthrie
6 8	Geoffrey Henry Browne-Guthrie was born on 06 January 1861 . His mother is Christina Guthrie
13 14	Geoffrey Henry Browne-Guthrie was born on 06 January 1861 . His mother is Christina Guthrie
0 2	"Ellen Philadelphia Smyth was born at Bedford on 01 January 1828 . His mother is Eliza Anne \""Annarella\"" Warington"
6 6	"Ellen Philadelphia Smyth was born at Bedford on 01 January 1828 . His mother is Eliza Anne \""Annarella\"" Warington"
8 10	"Ellen Philadelphia Smyth was born at Bedford on 01 January 1828 . His mother is Eliza Anne \""Annarella\"" Warington"
15 18	"Ellen Philadelphia Smyth was born at Bedford on 01 January 1828 . His mother is Eliza Anne \""Annarella\"" Warington"
0 2	Geoffrey Thomas Taylour was born on 12 June 1878 . His mother is Emily Thynne
6 8	Geoffrey Thomas Taylour was born on 12 June 1878 . His mother is Emily Thynne
13 14	Geoffrey Thomas Taylour was born on 12 June 1878 . His mother is Emily Thynne
0 2	Alfred Ernest Beamish was born at Richmond on 06 August 1879 . His mother is Selina Taylor White Prichard
6 6	Alfred Ernest Beamish was born at Richmond on 06 August 1879 . His mother is Selina Taylor White Prichard
8 10	Alfred Ernest Beamish was born at Richmond on 06 August 1879 . His mother is Selina Taylor White Prichard
15 18	Alfred Ernest Beamish was born at Richmond on 06 August 1879 . His mother is Selina Taylor White Prichard
0 2	George Leopold Bellew was born on 22 January 1857 . His mother is Augusta Mary Bryan
6 8	George Leopold Bellew was born on 22 January 1857 . His mother is Augusta Mary Bryan
13 15	George Leopold Bellew was born on 22 January 1857 . His mother is Augusta Mary Bryan
0 2	George Charles Bingham was born at London on 13 December 1860 . His mother is Lady Cecilia Gordon-Lennox
6 6	George Charles Bingham was born at London on 13 December 1860 . His mother is Lady Cecilia Gordon-Lennox
8 10	George Charles Bingham was born at London on 13 December 1860 . His mother is Lady Cecilia Gordon-Lennox
15 17	George Charles Bingham was born at London on 13 December 1860 . His mother is Lady Cecilia Gordon-Lennox
0 2	George Arthur Boyd-Rochfort was born at Middleton Park House on 01 January 1880 . His mother is Florence Louisa Hemming
6 8	George Arthur Boyd-Rochfort was born at Middleton Park House on 01 January 1880 . His mother is Florence Louisa Hemming
10 12	George Arthur Boyd-Rochfort was born at Middleton Park House on 01 January 1880 . His mother is Florence Louisa Hemming
17 19	George Arthur Boyd-Rochfort was born at Middleton Park House on 01 January 1880 . His mother is Florence Louisa Hemming
0 3	George Patrick John Carew was born on 01 February 1863 . His mother is Emily Philips
7 9	George Patrick John Carew was born on 01 February 1863 . His mother is Emily Philips
14 15	George Patrick John Carew was born on 01 February 1863 . His mother is Emily Philips
0 2	Thomas Morgan Robertson was born at London on 14 October 1958 . His mother is Theodosia Spring Rice
6 6	Thomas Morgan Robertson was born at London on 14 October 1958 . His mother is Theodosia Spring Rice
8 10	Thomas Morgan Robertson was born at London on 14 October 1958 . His mother is Theodosia Spring Rice
15 17	Thomas Morgan Robertson was born at London on 14 October 1958 . His mother is Theodosia Spring Rice
0 2	George Denison Faber was born on 14 December 1851 . His mother is Mary Beckett-Denison
6 8	George Denison Faber was born on 14 December 1851 . His mother is Mary Beckett-Denison
13 14	George Denison Faber was born on 14 December 1851 . His mother is Mary Beckett-Denison
0 2	George Denison Faber was born on 14 December 1852 . His mother is Mary Beckett-Denison
6 8	George Denison Faber was born on 14 December 1852 . His mother is Mary Beckett-Denison
13 14	George Denison Faber was born on 14 December 1852 . His mother is Mary Beckett-Denison
0 2	George Dominic Percy was born on 04 May 1984 . His mother is Jane Percy, Duchess of Northumberland
6 8	George Dominic Percy was born on 04 May 1984 . His mother is Jane Percy, Duchess of Northumberland
13 17	George Dominic Percy was born on 04 May 1984 . His mother is Jane Percy, Duchess of Northumberland
0 2	George Limbrey Sclater was born at London on 19 May 1826 . His mother is Anna Maria Bowyer
6 6	George Limbrey Sclater was born at London on 19 May 1826 . His mother is Anna Maria Bowyer
8 10	George Limbrey Sclater was born at London on 19 May 1826 . His mother is Anna Maria Bowyer
15 17	George Limbrey Sclater was born at London on 19 May 1826 . His mother is Anna Maria Bowyer
0 2	George John Shaw-Lefevre was born at Battersea on 12 June 1831 . His mother is Rachel Emily Wright
6 6	George John Shaw-Lefevre was born at Battersea on 12 June 1831 . His mother is Rachel Emily Wright
8 10	George John Shaw-Lefevre was born at Battersea on 12 June 1831 . His mother is Rachel Emily Wright
15 17	George John Shaw-Lefevre was born at Battersea on 12 June 1831 . His mother is Rachel Emily Wright
0 3	George Corley Wallace, III was born at Eufaula on 17 October 1951 . His mother is Lurleen Brigham Burns Wallace
7 7	George Corley Wallace, III was born at Eufaula on 17 October 1951 . His mother is Lurleen Brigham Burns Wallace
9 11	George Corley Wallace, III was born at Eufaula on 17 October 1951 . His mother is Lurleen Brigham Burns Wallace
16 19	George Corley Wallace, III was born at Eufaula on 17 October 1951 . His mother is Lurleen Brigham Burns Wallace
0 2	Michael Farrand Bennet was born at New Delhi on 28 November 1964 . His mother is Susanne Klejman
6 7	Michael Farrand Bennet was born at New Delhi on 28 November 1964 . His mother is Susanne Klejman
9 11	Michael Farrand Bennet was born at New Delhi on 28 November 1964 . His mother is Susanne Klejman
16 17	Michael Farrand Bennet was born at New Delhi on 28 November 1964 . His mother is Susanne Klejman
0 2	Georgiana Charlotte Leveson-Gower was born at Staffordshire on 23 September 1812 . His mother is Harriet Leveson-Gower, Countess Granville
6 6	Georgiana Charlotte Leveson-Gower was born at Staffordshire on 23 September 1812 . His mother is Harriet Leveson-Gower, Countess Granville
8 10	Georgiana Charlotte Leveson-Gower was born at Staffordshire on 23 September 1812 . His mother is Harriet Leveson-Gower, Countess Granville
15 18	Georgiana Charlotte Leveson-Gower was born at Staffordshire on 23 September 1812 . His mother is Harriet Leveson-Gower, Countess Granville
0 3	Jamie Lynn Marie Spears was born at McComb on 04 April 1991 . His mother is Lynne Spears
7 7	Jamie Lynn Marie Spears was born at McComb on 04 April 1991 . His mother is Lynne Spears
9 11	Jamie Lynn Marie Spears was born at McComb on 04 April 1991 . His mother is Lynne Spears
16 17	Jamie Lynn Marie Spears was born at McComb on 04 April 1991 . His mother is Lynne Spears
0 1	Aegon Targaryen was born at Dragonstone . His mother is Rhaenyra Targaryen
5 5	Aegon Targaryen was born at Dragonstone . His mother is Rhaenyra Targaryen
10 11	Aegon Targaryen was born at Dragonstone . His mother is Rhaenyra Targaryen
0 1	Theodosia Hyde was born on 09 November 1695 . His mother is Katherine O\'Brien, Baroness Clifton (of Leighton Bromswold)
5 7	Theodosia Hyde was born on 09 November 1695 . His mother is Katherine O\'Brien, Baroness Clifton (of Leighton Bromswold)
12 18	Theodosia Hyde was born on 09 November 1695 . His mother is Katherine O\'Brien, Baroness Clifton (of Leighton Bromswold)
0 1	Aenys Targaryen was born at Dragonstone . His mother is Rhaenys Targaryen
5 5	Aenys Targaryen was born at Dragonstone . His mother is Rhaenys Targaryen
10 11	Aenys Targaryen was born at Dragonstone . His mother is Rhaenys Targaryen
0 1	Maegor Targaryen was born at Dragonstone . His mother is Visenya Targaryen
5 5	Maegor Targaryen was born at Dragonstone . His mother is Visenya Targaryen
10 11	Maegor Targaryen was born at Dragonstone . His mother is Visenya Targaryen
0 2	Jonathan Ogden Armour was born at Milwaukee on 11 November 1863 . His mother is Malvina Belle Ogden
6 6	Jonathan Ogden Armour was born at Milwaukee on 11 November 1863 . His mother is Malvina Belle Ogden
8 10	Jonathan Ogden Armour was born at Milwaukee on 11 November 1863 . His mother is Malvina Belle Ogden
15 17	Jonathan Ogden Armour was born at Milwaukee on 11 November 1863 . His mother is Malvina Belle Ogden
0 2	Gilbert Charles Nugent was born on 09 May 1880 . His mother is Emily Margaret Blake
6 8	Gilbert Charles Nugent was born on 09 May 1880 . His mother is Emily Margaret Blake
13 15	Gilbert Charles Nugent was born on 09 May 1880 . His mother is Emily Margaret Blake
0 2	Kitty Eleanor Spencer was born at London on 28 December 1990 . His mother is Victoria Aitken
6 6	Kitty Eleanor Spencer was born at London on 28 December 1990 . His mother is Victoria Aitken
8 10	Kitty Eleanor Spencer was born at London on 28 December 1990 . His mother is Victoria Aitken
15 16	Kitty Eleanor Spencer was born at London on 28 December 1990 . His mother is Victoria Aitken
0 2	Girard Brown Henderson was born at Brooklyn on 25 February 1905 . His mother is Ella Margaret Brown
6 6	Girard Brown Henderson was born at Brooklyn on 25 February 1905 . His mother is Ella Margaret Brown
8 10	Girard Brown Henderson was born at Brooklyn on 25 February 1905 . His mother is Ella Margaret Brown
15 17	Girard Brown Henderson was born at Brooklyn on 25 February 1905 . His mother is Ella Margaret Brown
0 3	Euphemia White Van Rensselaer was born at Manor of Rensselaerswyck on 01 January 1816 . His mother is Cornelia Paterson Van Rensselaer
7 9	Euphemia White Van Rensselaer was born at Manor of Rensselaerswyck on 01 January 1816 . His mother is Cornelia Paterson Van Rensselaer
11 13	Euphemia White Van Rensselaer was born at Manor of Rensselaerswyck on 01 January 1816 . His mother is Cornelia Paterson Van Rensselaer
18 21	Euphemia White Van Rensselaer was born at Manor of Rensselaerswyck on 01 January 1816 . His mother is Cornelia Paterson Van Rensselaer
0 2	Peter Michael McCartney was born at Liverpool on 07 January 1944 . His mother is Mary McCartney
6 6	Peter Michael McCartney was born at Liverpool on 07 January 1944 . His mother is Mary McCartney
8 10	Peter Michael McCartney was born at Liverpool on 07 January 1944 . His mother is Mary McCartney
15 16	Peter Michael McCartney was born at Liverpool on 07 January 1944 . His mother is Mary McCartney
0 1	Gloria Carter was born at Plains on 22 October 1926 . His mother is Lillian Gordy Carter
5 5	Gloria Carter was born at Plains on 22 October 1926 . His mother is Lillian Gordy Carter
7 9	Gloria Carter was born at Plains on 22 October 1926 . His mother is Lillian Gordy Carter
14 16	Gloria Carter was born at Plains on 22 October 1926 . His mother is Lillian Gordy Carter
0 2	Sarah Margaret Ferguson was born at London Welbeck Hospital on 15 October 1959 . His mother is Susan Barrantes
6 8	Sarah Margaret Ferguson was born at London Welbeck Hospital on 15 October 1959 . His mother is Susan Barrantes
10 12	Sarah Margaret Ferguson was born at London Welbeck Hospital on 15 October 1959 . His mother is Susan Barrantes
17 18	Sarah Margaret Ferguson was born at London Welbeck Hospital on 15 October 1959 . His mother is Susan Barrantes
0 2	Holly Lynn Bobo was born at United States of America on 12 October 1990 . His mother is Karen Bobo
6 9	Holly Lynn Bobo was born at United States of America on 12 October 1990 . His mother is Karen Bobo
11 13	Holly Lynn Bobo was born at United States of America on 12 October 1990 . His mother is Karen Bobo
18 19	Holly Lynn Bobo was born at United States of America on 12 October 1990 . His mother is Karen Bobo
0 2	Oprah Gail Winfrey was born at Kosciusko on 29 January 1954 . His mother is Vernita Lee Winfrey
6 6	Oprah Gail Winfrey was born at Kosciusko on 29 January 1954 . His mother is Vernita Lee Winfrey
8 10	Oprah Gail Winfrey was born at Kosciusko on 29 January 1954 . His mother is Vernita Lee Winfrey
15 17	Oprah Gail Winfrey was born at Kosciusko on 29 January 1954 . His mother is Vernita Lee Winfrey
0 3	Carey Anthony Wilson Jr. was born at Los Angeles on 02 May 1926 . His mother is Carey Wilson
7 8	Carey Anthony Wilson Jr. was born at Los Angeles on 02 May 1926 . His mother is Carey Wilson
10 12	Carey Anthony Wilson Jr. was born at Los Angeles on 02 May 1926 . His mother is Carey Wilson
17 18	Carey Anthony Wilson Jr. was born at Los Angeles on 02 May 1926 . His mother is Carey Wilson
0 4	Henry Bolton Graham Eyres Monsell was born on 01 January 1905 . His mother is Caroline Mary Sybil Eyres
8 10	Henry Bolton Graham Eyres Monsell was born on 01 January 1905 . His mother is Caroline Mary Sybil Eyres
15 18	Henry Bolton Graham Eyres Monsell was born on 01 January 1905 . His mother is Caroline Mary Sybil Eyres
0 1	Gertrude Leveson-Gower was born on 15 February 1715 . His mother is Lady Evelyn Pierrepont
5 7	Gertrude Leveson-Gower was born on 15 February 1715 . His mother is Lady Evelyn Pierrepont
12 14	Gertrude Leveson-Gower was born on 15 February 1715 . His mother is Lady Evelyn Pierrepont
0 5	Margherita Cecila Brigida Lucia Maria Albanesi was born at London on 08 October 1899 . His mother is Effie Adelaide Rowlands
9 9	Margherita Cecila Brigida Lucia Maria Albanesi was born at London on 08 October 1899 . His mother is Effie Adelaide Rowlands
11 13	Margherita Cecila Brigida Lucia Maria Albanesi was born at London on 08 October 1899 . His mother is Effie Adelaide Rowlands
18 20	Margherita Cecila Brigida Lucia Maria Albanesi was born at London on 08 October 1899 . His mother is Effie Adelaide Rowlands
0 2	Timothy Walter Burton was born at Burbank on 25 August 1958 . His mother is Jean Rae Erickson
6 6	Timothy Walter Burton was born at Burbank on 25 August 1958 . His mother is Jean Rae Erickson
8 10	Timothy Walter Burton was born at Burbank on 25 August 1958 . His mother is Jean Rae Erickson
15 17	Timothy Walter Burton was born at Burbank on 25 August 1958 . His mother is Jean Rae Erickson
0 2	James Haven Voight was born at Los Angeles on 11 May 1973 . His mother is Marcheline Bertrand
6 7	James Haven Voight was born at Los Angeles on 11 May 1973 . His mother is Marcheline Bertrand
9 11	James Haven Voight was born at Los Angeles on 11 May 1973 . His mother is Marcheline Bertrand
16 17	James Haven Voight was born at Los Angeles on 11 May 1973 . His mother is Marcheline Bertrand
0 1	Andrew Warhola was born at Pittsburgh on 06 August 1928 . His mother is Julia Warhola
5 5	Andrew Warhola was born at Pittsburgh on 06 August 1928 . His mother is Julia Warhola
7 9	Andrew Warhola was born at Pittsburgh on 06 August 1928 . His mother is Julia Warhola
14 15	Andrew Warhola was born at Pittsburgh on 06 August 1928 . His mother is Julia Warhola
0 2	Franklin Lincoln Wright was born at Richland Center on 08 June 1867 . His mother is Anna Lloyd Jones Wright
6 7	Franklin Lincoln Wright was born at Richland Center on 08 June 1867 . His mother is Anna Lloyd Jones Wright
9 11	Franklin Lincoln Wright was born at Richland Center on 08 June 1867 . His mother is Anna Lloyd Jones Wright
16 19	Franklin Lincoln Wright was born at Richland Center on 08 June 1867 . His mother is Anna Lloyd Jones Wright
0 2	Grenville Temple Emmet was born at New Rochelle on 02 August 1877 . His mother is Catherine Temple
6 7	Grenville Temple Emmet was born at New Rochelle on 02 August 1877 . His mother is Catherine Temple
9 11	Grenville Temple Emmet was born at New Rochelle on 02 August 1877 . His mother is Catherine Temple
16 17	Grenville Temple Emmet was born at New Rochelle on 02 August 1877 . His mother is Catherine Temple
0 2	Grenville Temple Emmet was born at New Rochelle on 28 August 1877 . His mother is Catherine Temple
6 7	Grenville Temple Emmet was born at New Rochelle on 28 August 1877 . His mother is Catherine Temple
9 11	Grenville Temple Emmet was born at New Rochelle on 28 August 1877 . His mother is Catherine Temple
16 17	Grenville Temple Emmet was born at New Rochelle on 28 August 1877 . His mother is Catherine Temple
0 1	John Child was born at London on 01 January 1637 . His mother is Francis Goodyear
5 5	John Child was born at London on 01 January 1637 . His mother is Francis Goodyear
7 9	John Child was born at London on 01 January 1637 . His mother is Francis Goodyear
14 15	John Child was born at London on 01 January 1637 . His mother is Francis Goodyear
0 3	Marshall Bruce Mathers III was born at St. Joseph on 17 October 1972 . His mother is Debbie Nelson
7 8	Marshall Bruce Mathers III was born at St. Joseph on 17 October 1972 . His mother is Debbie Nelson
10 12	Marshall Bruce Mathers III was born at St. Joseph on 17 October 1972 . His mother is Debbie Nelson
17 18	Marshall Bruce Mathers III was born at St. Joseph on 17 October 1972 . His mother is Debbie Nelson
0 1	Adelaide Paget was born on 01 January 1820 . His mother is Charlotte Paget, Marchioness of Anglesey
5 7	Adelaide Paget was born on 01 January 1820 . His mother is Charlotte Paget, Marchioness of Anglesey
12 16	Adelaide Paget was born on 01 January 1820 . His mother is Charlotte Paget, Marchioness of Anglesey
0 2	William Blake Crump was born at Tulsa on 26 July 1922 . His mother is Lillian Grommett
6 6	William Blake Crump was born at Tulsa on 26 July 1922 . His mother is Lillian Grommett
8 10	William Blake Crump was born at Tulsa on 26 July 1922 . His mother is Lillian Grommett
15 16	William Blake Crump was born at Tulsa on 26 July 1922 . His mother is Lillian Grommett
0 2	William Blake Crump was born at Tulsa on 26 June 1922 . His mother is Lillian Grommett
6 6	William Blake Crump was born at Tulsa on 26 June 1922 . His mother is Lillian Grommett
8 10	William Blake Crump was born at Tulsa on 26 June 1922 . His mother is Lillian Grommett
15 16	William Blake Crump was born at Tulsa on 26 June 1922 . His mother is Lillian Grommett
0 2	William Blake Crump was born at Tulsa on 01 January 1922 . His mother is Lillian Grommett
6 6	William Blake Crump was born at Tulsa on 01 January 1922 . His mother is Lillian Grommett
8 10	William Blake Crump was born at Tulsa on 01 January 1922 . His mother is Lillian Grommett
15 16	William Blake Crump was born at Tulsa on 01 January 1922 . His mother is Lillian Grommett
0 3	Georgina Mary Beatrice Downer was born at City of Brussels on 29 September 1979 . His mother is Nicky Downer
7 9	Georgina Mary Beatrice Downer was born at City of Brussels on 29 September 1979 . His mother is Nicky Downer
11 13	Georgina Mary Beatrice Downer was born at City of Brussels on 29 September 1979 . His mother is Nicky Downer
18 19	Georgina Mary Beatrice Downer was born at City of Brussels on 29 September 1979 . His mother is Nicky Downer
0 3	August Anheuser Busch II was born at St. Louis on 28 March 1899 . His mother is Alice Edna Zisemann
7 8	August Anheuser Busch II was born at St. Louis on 28 March 1899 . His mother is Alice Edna Zisemann
10 12	August Anheuser Busch II was born at St. Louis on 28 March 1899 . His mother is Alice Edna Zisemann
17 19	August Anheuser Busch II was born at St. Louis on 28 March 1899 . His mother is Alice Edna Zisemann
0 3	August Anheuser Busch II was born at St. Louis on 01 January 1899 . His mother is Alice Edna Zisemann
7 8	August Anheuser Busch II was born at St. Louis on 01 January 1899 . His mother is Alice Edna Zisemann
10 12	August Anheuser Busch II was born at St. Louis on 01 January 1899 . His mother is Alice Edna Zisemann
17 19	August Anheuser Busch II was born at St. Louis on 01 January 1899 . His mother is Alice Edna Zisemann
0 2	Guy Victor Baring was born on 26 February 1873 . His mother is Leonora Digby
6 8	Guy Victor Baring was born on 26 February 1873 . His mother is Leonora Digby
13 14	Guy Victor Baring was born on 26 February 1873 . His mother is Leonora Digby
0 1	Marianne Caton was born at Baltimore on 01 January 1788 . His mother is Polly Carroll Caton
5 5	Marianne Caton was born at Baltimore on 01 January 1788 . His mother is Polly Carroll Caton
7 9	Marianne Caton was born at Baltimore on 01 January 1788 . His mother is Polly Carroll Caton
14 16	Marianne Caton was born at Baltimore on 01 January 1788 . His mother is Polly Carroll Caton
0 2	Sidney Rankin Drew was born at New York City on 19 September 1891 . His mother is Gladys Rankin
6 8	Sidney Rankin Drew was born at New York City on 19 September 1891 . His mother is Gladys Rankin
10 12	Sidney Rankin Drew was born at New York City on 19 September 1891 . His mother is Gladys Rankin
17 18	Sidney Rankin Drew was born at New York City on 19 September 1891 . His mother is Gladys Rankin
0 2	Horatio Hollis Hunnewell was born at Watertown on 27 July 1810 . His mother is Susanna Hunnewell
6 6	Horatio Hollis Hunnewell was born at Watertown on 27 July 1810 . His mother is Susanna Hunnewell
8 10	Horatio Hollis Hunnewell was born at Watertown on 27 July 1810 . His mother is Susanna Hunnewell
15 16	Horatio Hollis Hunnewell was born at Watertown on 27 July 1810 . His mother is Susanna Hunnewell
0 2	Susan Mary Jay was born at Rome on 19 June 1918 . His mother is Susan Alexander McCook
6 6	Susan Mary Jay was born at Rome on 19 June 1918 . His mother is Susan Alexander McCook
8 10	Susan Mary Jay was born at Rome on 19 June 1918 . His mother is Susan Alexander McCook
15 17	Susan Mary Jay was born at Rome on 19 June 1918 . His mother is Susan Alexander McCook
0 3	Hamilton John Agmondesham Cuffe was born on 30 August 1848 . His mother is Elizabeth Campbell
7 9	Hamilton John Agmondesham Cuffe was born on 30 August 1848 . His mother is Elizabeth Campbell
14 15	Hamilton John Agmondesham Cuffe was born on 30 August 1848 . His mother is Elizabeth Campbell
0 1	Hannah Waterman was born at Norwich . His mother is Elizabeth Lathrop
5 5	Hannah Waterman was born at Norwich . His mother is Elizabeth Lathrop
10 11	Hannah Waterman was born at Norwich . His mother is Elizabeth Lathrop
0 2	Hannah Elizabeth Milhous was born at Indiana on 07 March 1885 . His mother is Almira Park Burdg
6 6	Hannah Elizabeth Milhous was born at Indiana on 07 March 1885 . His mother is Almira Park Burdg
8 10	Hannah Elizabeth Milhous was born at Indiana on 07 March 1885 . His mother is Almira Park Burdg
15 17	Hannah Elizabeth Milhous was born at Indiana on 07 March 1885 . His mother is Almira Park Burdg
0 2	Hans Anthony Beimler was born at Mexico City on 10 July 1953 . His mother is Rosalind Rosoff Beimler
6 7	Hans Anthony Beimler was born at Mexico City on 10 July 1953 . His mother is Rosalind Rosoff Beimler
9 11	Hans Anthony Beimler was born at Mexico City on 10 July 1953 . His mother is Rosalind Rosoff Beimler
16 18	Hans Anthony Beimler was born at Mexico City on 10 July 1953 . His mother is Rosalind Rosoff Beimler
0 1	Anne Caldwell was born at Staffordshire on 01 January 1799 . His mother is Elizabeth Stamford
5 5	Anne Caldwell was born at Staffordshire on 01 January 1799 . His mother is Elizabeth Stamford
7 9	Anne Caldwell was born at Staffordshire on 01 January 1799 . His mother is Elizabeth Stamford
14 15	Anne Caldwell was born at Staffordshire on 01 January 1799 . His mother is Elizabeth Stamford
0 1	Anne Caldwell was born at Staffordshire on 01 January 1791 . His mother is Elizabeth Stamford
5 5	Anne Caldwell was born at Staffordshire on 01 January 1791 . His mother is Elizabeth Stamford
7 9	Anne Caldwell was born at Staffordshire on 01 January 1791 . His mother is Elizabeth Stamford
14 15	Anne Caldwell was born at Staffordshire on 01 January 1791 . His mother is Elizabeth Stamford
0 1	Anne Hatton was born on 01 October 1668 . His mother is Lady Cecilia Tufton
5 7	Anne Hatton was born on 01 October 1668 . His mother is Lady Cecilia Tufton
12 14	Anne Hatton was born on 01 October 1668 . His mother is Lady Cecilia Tufton
0 2	Harriet Vaughan Foster was born on 09 September 1796 . His mother is Hannah Webster Foster
6 8	Harriet Vaughan Foster was born on 09 September 1796 . His mother is Hannah Webster Foster
13 15	Harriet Vaughan Foster was born on 09 September 1796 . His mother is Hannah Webster Foster
0 2	Frances Julia Burrell was born on 21 December 1752 . His mother is Elizabeth Lewis
6 8	Frances Julia Burrell was born on 21 December 1752 . His mother is Elizabeth Lewis
13 14	Frances Julia Burrell was born on 21 December 1752 . His mother is Elizabeth Lewis
0 2	Janet Penrose Trevelyan was born on 06 November 1879 . His mother is Mary Augusta Ward
6 8	Janet Penrose Trevelyan was born on 06 November 1879 . His mother is Mary Augusta Ward
13 15	Janet Penrose Trevelyan was born on 06 November 1879 . His mother is Mary Augusta Ward
0 1	Sarah Hoggins was born on 28 June 1773 . His mother is Jane Bayley
5 7	Sarah Hoggins was born on 28 June 1773 . His mother is Jane Bayley
12 13	Sarah Hoggins was born on 28 June 1773 . His mother is Jane Bayley
0 2	Jefferson Texas Hammond was born at Los Angeles on 31 January 2007 . His mother is Grey Griffin
6 7	Jefferson Texas Hammond was born at Los Angeles on 31 January 2007 . His mother is Grey Griffin
9 11	Jefferson Texas Hammond was born at Los Angeles on 31 January 2007 . His mother is Grey Griffin
16 17	Jefferson Texas Hammond was born at Los Angeles on 31 January 2007 . His mother is Grey Griffin
0 2	Upasana Kamineni Konidela was born on 20 July 1989 . His mother is Shobana Kamineni
6 8	Upasana Kamineni Konidela was born on 20 July 1989 . His mother is Shobana Kamineni
13 14	Upasana Kamineni Konidela was born on 20 July 1989 . His mother is Shobana Kamineni
0 1	Amanda Koci was born at Milwaukee on 16 February 1994 . His mother is Andrea Nako Koci
5 5	Amanda Koci was born at Milwaukee on 16 February 1994 . His mother is Andrea Nako Koci
7 9	Amanda Koci was born at Milwaukee on 16 February 1994 . His mother is Andrea Nako Koci
14 16	Amanda Koci was born at Milwaukee on 16 February 1994 . His mother is Andrea Nako Koci
0 2	George Gordon Byron was born at London on 22 January 1788 . His mother is Catherine Gordon Byron
6 6	George Gordon Byron was born at London on 22 January 1788 . His mother is Catherine Gordon Byron
8 10	George Gordon Byron was born at London on 22 January 1788 . His mother is Catherine Gordon Byron
15 17	George Gordon Byron was born at London on 22 January 1788 . His mother is Catherine Gordon Byron
0 1	Fareeha Amari was born at Egypt . His mother is Ana
5 5	Fareeha Amari was born at Egypt . His mother is Ana
10 10	Fareeha Amari was born at Egypt . His mother is Ana
0 2	Mary Ann Drummond was born at Manchester on 01 January 1862 . His mother is Frances Drummond
6 6	Mary Ann Drummond was born at Manchester on 01 January 1862 . His mother is Frances Drummond
8 10	Mary Ann Drummond was born at Manchester on 01 January 1862 . His mother is Frances Drummond
15 16	Mary Ann Drummond was born at Manchester on 01 January 1862 . His mother is Frances Drummond
0 3	Havilland Walter de Sausmarez was born on 30 May 1861 . His mother is Anne Priaulx Walters
7 9	Havilland Walter de Sausmarez was born on 30 May 1861 . His mother is Anne Priaulx Walters
14 16	Havilland Walter de Sausmarez was born on 30 May 1861 . His mother is Anne Priaulx Walters
0 2	Emily Susan Christian was born at Cheltenham on 01 January 1866 . His mother is Emily Margaret Moore
6 6	Emily Susan Christian was born at Cheltenham on 01 January 1866 . His mother is Emily Margaret Moore
8 10	Emily Susan Christian was born at Cheltenham on 01 January 1866 . His mother is Emily Margaret Moore
15 17	Emily Susan Christian was born at Cheltenham on 01 January 1866 . His mother is Emily Margaret Moore
0 3	Charles John Huffam Dickens was born at Landport on 07 February 1812 . His mother is Elizabeth Dickens
7 7	Charles John Huffam Dickens was born at Landport on 07 February 1812 . His mother is Elizabeth Dickens
9 11	Charles John Huffam Dickens was born at Landport on 07 February 1812 . His mother is Elizabeth Dickens
16 17	Charles John Huffam Dickens was born at Landport on 07 February 1812 . His mother is Elizabeth Dickens
0 3	Charles John Huffam Dickens was born at Portsmouth on 07 February 1812 . His mother is Elizabeth Dickens
7 7	Charles John Huffam Dickens was born at Portsmouth on 07 February 1812 . His mother is Elizabeth Dickens
9 11	Charles John Huffam Dickens was born at Portsmouth on 07 February 1812 . His mother is Elizabeth Dickens
16 17	Charles John Huffam Dickens was born at Portsmouth on 07 February 1812 . His mother is Elizabeth Dickens
0 2	William Philip Arkwright was born on 21 April 1857 . His mother is Fanny Susan Thornewill
6 8	William Philip Arkwright was born on 21 April 1857 . His mother is Fanny Susan Thornewill
